Metadaten,INVNR,OBJEKT,BEZEICHNUNG,INHALT_DARGESTELLT,MATERIAL,TECHNIK,MASZE,Thema,AUFSCHRIFT_MERKMALE,SP,Th,B,S,Rac,Dmpf,L,Mich,Raf,HK,DC,Rf,T,publiziert_in_Publikation,vorgesehen_zur_Publikation,REFERENT_Eigenschaft_1,REFERENT_Typ_1,QUELLE_Beziehung_REFERENT_1,REFERENT_Zeit_1,REFERENT_Ort_1,REFERENT_Bezeichnung_1,REFERENT_Eigenschaft_2,REFERENT_Typ_2,QUELLE_Beziehung_REFERENT_2,REFERENT_Zeit_2,REFERENT_Ort_2,REFERENT_Bezeichnung_2,REFERENT_Eigenschaft_3,REFERENT_Typ_3,QUELLE_Beziehung_REFERENT_3,REFERENT_Zeit_3,REFERENT_Ort_3,REFERENT_Bezeichnung_3,REFERENT_Eigenschaft_4,REFERENT_Typ_4,QUELLE_Beziehung_REFERENT_4,REFERENT_Zeit_4,REFRENT_Ort_4,REFERENT_Bezeichnung_4,REFERENT_Eigenschaft_5,REFERENT_Typ_5,QUELLE_Beziehung_REFERENT_5,REFERENT_Zeit_5,REFERENT_Ort_5,REFERENT_Bezeichnung_5,REFERENT_Eigenschaft_6,REFERENT_Typ_6,QUELLE_Beziehung_REFERENT_6,REFERENT_Zeit_6,REFERENT_Ort_6,REFERENT_Bezeichnung_6,REFERENT_Eigenschaft_7,REFERENT_Typ_7,QUELLE_Beziehung_REFERENT_7,REFERENT_Zeit_7,REFERENT_Ort_7,REFERENT_Bezeichnung_7,REFERENT_Eigenschaft_8,REFERENT_Typ_8,QUELLE_Beziehung_REFERENT_8,REFERENT_Zeit_8,REFERENT_Ort_8,REFERENT_Bezeichnung_8,REFERENT_Eigenschaft_9,REFERENT_Typ_9,QUELLE_Beziehung_REFERENT_9,REFERENT_Zeit_9,REFERENT_Ort_9,REFERENT_Bezeichnung_9,REFERENT_Eigenschaft_10,REFERENT_Typ_10,QUELLE_Beziehung_REFERENT_10,REFERENT_Zeit_10,REFERENT_Ort_10,REFERENT_Bezeichnung_10,REFERENT_Eigenschaft_11,REFERENT_Typ_11,QUELLE_Beziehung_REFERENT_11,REFERENT_Zeit_11,REFERENT_Ort_11,REFERENT_Bezeichnung_11,,,,,,,AUDIO Text,,,,,
1028,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Kirche (unbekannt) [San Miniato al Monte. Kloster (Florenz)]: Grundriss; Klosteranlage; Kirche; Sakristei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),156 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,San Gimignano,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,San Gimignano,"Haus (unbekannt) [""convento di Bernedetto""]: Detail; Ansicht; Dekoration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Haus (unbekannt): Aufriss; Fassade; Zinnen; Fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Haus (unbekannt): Aufriss; Fassade; Arkaden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),153 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Haus (unbekannt): Details; Säulen; Basis; Profil; Gesims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Haus (unbekannt): Details; Ansicht; Kapitelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung; Text,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Haus (unbekannt): Details; Ansicht; Kapitelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung; Text,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Haus (unbekannt): Details; Ansicht; Kapitelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung; Text,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Haus (unbekannt): Details; Ansicht; Kapitelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Haus (unbekannt): Details; Ansicht; Kapitelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Haus (unbekannt): Details; Ansicht; Kapitelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Haus (unbekannt): Details; Ansicht; Kapitelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Miniato al Monte,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),155 x 105 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Haus (unbekannt): Details; Ansicht; Kapitelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt) | Fehler des Doms,Abbildung; Beschriftung; Text,1 Blatt Papier,Bleistift (grau),112 x 170 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,05.05.1898,Florenz,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Turm (unbekannt) [Turm (Santa Maria del Fiore (Florenz))]: Aufriss; Turm,materiell,Artefakt,betreffend,NULL,Prato,Stein <Marmor Verde di Prato>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt) | Fehler des Doms,Text,1 Blatt Papier,Bleistift (grau),111 x 166 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,05.05.1898,Florenz,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,Florenz,Kirche (Santa Maria del Fiore (Florenz)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt) | Fehler des Doms,Abbildung,1 Blatt Papier,Schreibfeder; Bleistift (grau); Bleistift (rot),163 x 108 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,05.05.1898,Florenz,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,NULL,Kirche (unbekannt) [Kirche (Santa Maria del Fiore (Florenz))]: Schnitt; Langhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt) | Fehler des Doms,Text,1 Blatt Papier,Bleistift (grau),109 x 160 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,NULL,Kirche (Santa Maria del Fiore (Florenz)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt) | Fehler des Doms,Text,1 Blatt Papier,Bleistift (grau),109 x 160 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,NULL,Kirche (Santa Maria del Fiore (Florenz)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt) | Innendecoration Kuppelraum,Abbildung; Beschriftung; Text,1 Blatt Papier,Bleistift (grau),109 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,14.04.1898,Florenz,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Kirche (Santa Maria del Fiore (Florenz)): Ansicht; Innenraum; Kuppel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt) | Innendecoration Kuppelraum,Text,1 Blatt Papier,Bleistift (grau),109 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,Firenze,Kirche (Santa Maria del Fiore (Florenz)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt) | Innendecoration Kuppelraum,Text,1 Blatt Papier,Bleistift (grau),109 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,Firenze,Kirche (Santa Maria del Fiore (Florenz)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt) | Innendecoration Kuppelraum,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),109 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Kirche (Santa Maria del Fiore (Florenz)): Ansicht; Innenraum; Kuppel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt) | Innendecoration Kuppelraum,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),109 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,Firenze,Kirche (Santa Maria del Fiore (Florenz)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt) | Dom Aussendecoration,Abbildung; Beschriftung; Text,1 Blatt Papier,Bleistift (grau),109 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,14.04.1898,Florenz,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,Firenze,Kirche (Santa Maria del Fiore (Florenz)): Fassade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt) | Dom Aussendecoration,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 160 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,14.04.1898,Florenz,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Kirche (Santa Maria del Fiore (Florenz)): Detail; Säule; Basis; Profil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt) | Dom Aussendecoration,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 160 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,Firenze,"Kirche (Santa Maria del Fiore (Florenz)): Fassade, Dekoration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt) | Dom Aussendecoration,Abbildung; Text,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,16.04.1898,Florenz,Heinrich von Geymüller,materiell,Artefakt,betreffend,NULL,Firenze,"Kirche (Santa Maria del Fiore (Florenz)): Fassade, Dekoration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt),Abbildung; Beschriftung; Text,1 Blatt Papier,Bleistift (grau),110 x 170 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,06.05.1898,Florenz,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,"Kirche (Santa Maria del Fiore (Florenz)) <""Umgang d. s. Capellen"">: Fassade, Dekoration",materiell,Person,betreffend,NULL,NULL,Francesco Talenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt),Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),111 x 168 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,06.05.1898,Florenz,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,"Kirche (Santa Maria del Fiore (Florenz)): Fassade, Dekoration; Strebepfeiler (alt)",materiell,Person,betreffend,NULL,NULL,Francesco Talenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Dom_ (Arnolfo di Cambio heißt er u nicht di Lapo wie Vasari schreibt),Abbildung; Beschriftung,1 Blatt Papier; 2 Seiten,Bleistift (grau),169 x 110 mm,,Vorderseite/Rückseite,,,,,,,,,,,,,x,,,materiell,Person,verfasst,05.05.1898,Florenz,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,"Kirche (Santa Maria del Fiore (Florenz)): Fassade, Dekoration",materiell,Person,betreffend,NULL,NULL,Domenico Ghirlandaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen,Abbildung; Beschriftung,1 Blatt Papier,Schreibfeder; Bleistift (grau),110 x 167 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,08.05.1898,Florenz,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Kirche (unbekannt) [Kirche (Santa Maria del Fiore (Florenz))]: Ansicht; Fassade; Kuppel; Gesims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Il Campanile di Giotto,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),107 x 164 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,15.04.1898,Florenz,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,1435-1437,Firenze,"Steinreliev <Fliese> (Turm; Santa Maria del Fiore (Florenz)): <Prisciano o La grammatica> ""2te Füllung links v. d. Mitte. Schullehrer""",materiell,Person,betreffend,NULL,NULL,Lucca Della Robbia,immateriell,Prozess,betreffend,NULL,NULL,Information: Marcel Raymond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Il Campanile di Giotto,Text,1 Blatt Papier,Bleistift (grau),109 x 161 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,15.04.1898,Firenze,Heinrich von Geymüller,immateriell,Prozess,betreffend,NULL,NULL,"Forschungstheorie: ""Renaissance"" - ""Die antike Renaissance während der gotsichen Periode in Florenz"" ""am Campanile Giotto's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Il Campanile di Giotto,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),106 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Kirche (unbekannt) [Kirche (Santa Maria del Fiore (Florenz))]: Aufriss; Schnitt; Säule; Basis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Il Campanile di Giotto,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),107 x 155 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,15.04.1898,Florenz; Piazza del Duomo ,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Kirche (Santa Maria del Fiore (Florenz)): Schnitt; Detail; Säule; Basis; Dekoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Il Campanile di Giotto,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 154 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Kirche (unbekannt) [(Santa Maria del Fiore (Florenz))]: Ansicht; Detail; Säule; Basis; Dekoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Il Campanile di Giotto,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 160 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,"Kirche (unbekannt) [Kirche (Santa Maria del Fiore (Florenz))]: Ansicht; Gesims; Kapitell (""Gesims des Erdgeschosses - auf diesen setzen die 2 Mittellysenen der 2ten Etage auf (1. Stock Obergeschoss)"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | Il Campanile di Giotto,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,15.04.1898,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Kirche (unbekannt) [(Santa Maria del Fiore (Florenz))]: Ansicht; Schnitt; Detail; Gesims; Sockel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Carlo,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,25.04.1898,NULL,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,NULL,Kirche (unbekannt) [San Carlo Borromeo (Florenz)]: Ansicht; Detail; Gesims; Konsole; Bogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Carlo,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,25.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Kirche (unbekannt) [San Carlo Borromeo (Florenz)]: Aufriss; Säule; Basis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Carlo,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,21.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Kirche (unbekannt) [San Carlo Borromeo (Florenz)]: Aufriss; Basis; Pfeiler (antik); Dachkonstruktion; Dachbalken,materiell,Artefakt,betreffend,NULL,Firenze,San Miniato al Monte. Kloster (Florenz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,III.2.7.a,Blatt,Blatt: o. Aufschrift | Gothik u. Romanisch | Kirchen | S. Maria Novella,Abbildung; Beschriftung,1 Blatt Papier,Bleistift (grau),107 x 161 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,14.04.1898,Firenze,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,NULL,Firenze,Kirche (Kloster Santa Maria Novella Florenz (Florenz)): Ansicht; Fassade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
